C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_41_733.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_41_733.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_41_733.jpg, 0, 0, 0, 8.121258E-05
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_41_839.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_41_839.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_41_839.jpg, 0, 0, 0, 7.750079E-05
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_41_942.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_41_942.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_41_942.jpg, 0, 0, 0, 7.827648E-05
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_42_044.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_42_044.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_42_044.jpg, 0, 0, 0, 8.05368E-05
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_42_148.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_42_148.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_42_148.jpg, 0, 0, 0, 8.198372E-05
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_42_251.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_42_251.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_42_251.jpg, 0, 0, 0, 8.415038E-05
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_42_360.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_42_360.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_42_360.jpg, 0, 0, 0, 7.98011E-05
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_42_463.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_42_463.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_42_463.jpg, 0, 0, 0, 8.040241E-05
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_42_564.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_42_564.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_42_564.jpg, 0, 0, 0, 7.862052E-05
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_42_667.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_42_667.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_42_667.jpg, 0, 0, 0, 7.851395E-05
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_42_775.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_42_775.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_42_775.jpg, 0, 0, 0, 7.964564E-05
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_42_882.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_42_882.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_42_882.jpg, 0, 0, 0, 7.807749E-05
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_42_992.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_42_992.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_42_992.jpg, 0, 0, 0, 7.770828E-05
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_43_110.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_43_110.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_43_110.jpg, 0, 0, 0, 7.789879E-05
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_43_212.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_43_212.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_43_212.jpg, 0, 0, 0, 8.55488E-05
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_43_324.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_43_324.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_43_324.jpg, 0, 0, 0, 7.997358E-05
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_43_428.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_43_428.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_43_428.jpg, 0, 0, 0, 7.774053E-05
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_43_537.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_43_537.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_43_537.jpg, 0, 0, 0, 8.323407E-05
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_43_646.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_43_646.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_43_646.jpg, 0, 0, 0, 8.246164E-05
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_43_746.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_43_746.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_43_746.jpg, 0, 0, 0, 7.965145E-05
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_43_851.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_43_851.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_43_851.jpg, 0, 0, 0, 8.126506E-05
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_43_955.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_43_955.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_43_955.jpg, 0, 0, 0, 7.808574E-05
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_44_062.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_44_062.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_44_062.jpg, 0, 0, 0, 7.810644E-05
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_44_170.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_44_170.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_44_170.jpg, 0, 0, 0, 7.78195E-05
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_44_275.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_44_275.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_44_275.jpg, 0, 0, 0, 7.946895E-05
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_44_378.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_44_378.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_44_378.jpg, 0, 0, 0, 7.977695E-05
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_44_487.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_44_487.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_44_487.jpg, 0, 0, 0, 7.835597E-05
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_44_588.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_44_588.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_44_588.jpg, 0, 0, 0, 7.851074E-05
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_44_696.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_44_696.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_44_696.jpg, 0, 0, 0, 7.867267E-05
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_44_810.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_44_810.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_44_810.jpg, 0, 0.2664198, 0, 0.1678897
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_44_916.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_44_916.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_44_916.jpg, 0, 0.5656368, 0, 0.6419387
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_45_016.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_45_016.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_45_016.jpg, 0, 0.8689899, 0, 1.559672
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_45_123.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_45_123.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_45_123.jpg, 0, 1, 0, 3.003976
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_45_231.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_45_231.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_45_231.jpg, -0.0685275, 1, 0, 4.175363
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_45_332.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_45_332.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_45_332.jpg, -0.3433224, 1, 0, 5.319366
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_45_435.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_45_435.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_45_435.jpg, -0.02966519, 1, 0, 6.471378
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_45_541.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_45_541.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_45_541.jpg, 0, 1, 0, 7.610824
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_45_646.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_45_646.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_45_646.jpg, -0.1642233, 1, 0, 8.959865
C:\Users\Yudi\Desktop\simulator-windows-64\IMG\center_2023_04_09_21_04_45_754.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\left_2023_04_09_21_04_45_754.jpg, C:\Users\Yudi\Desktop\simulator-windows-64\IMG\right_2023_04_09_21_04_45_754.jpg, -0.4903395, 1, 0, 10.0154
